order_id,customer_name,order_date,channel,category,quantity,unit_price,country,payment_method,order_total,refund_amount
10062,Mrs. Melanie Brown MD,2026-08-21,Marketplace,Electronics,1,287.21,United States,Credit Card,287.21,0.0
10063,Susan Hanson,2026-08-21,Website,Electronics,4,63.99,United Kingdom,PayPal,255.96,0.0
10064,Christopher Peterson,2026-08-21,Website,Home Goods,2,145.87,Australia,PayPal,291.74,0.0
10065,Crystal Allison,2026-08-21,Marketplace,Electronics,4,246.75,United States,Bank Transfer,987.0,0.0
10066,Monica Harvey,2026-08-21,Website,Electronics,4,175.96,United Kingdom,Gift Card,703.84,594.82
10067,Katherine Ramirez,2026-08-21,Retail Store,Beauty,3,261.48,France,Gift Card,784.44,0.0
10068,Pamela Mcguire,2026-08-21,Retail Store,Sports,3,82.52,Germany,Bank Transfer,247.56,0.0
10069,Adam Ware,08/21/2026,Marketplace,Beauty,2,299.02,Britain,Credit Card,598.04,0.0
10070,Kayla Alexander,2026-08-21,Website,Home Goods,2,133.85,United States,Gift Card,267.7,0.0
10071,,2026-08-21,Marketplace,Home Goods,4,116.36,France,Gift Card,465.44,0.0
10072,Roger Camacho,2026-08-21,Website,Electronics,3,145.39,United States,Bank Transfer,436.17,0.0
10073,Renee Bush,2026-08-21,Website,Home Goods,1,153.68,United Kingdom,Bank Transfer,153.68,0.0
10074,Christopher Flores,21-08-2026,Website,Beauty,1,321.8,Australia,Gift Card,321.8,0.0
10075,Gerald Rice,2026-08-21,Marketplace,Home Goods,1,$344.33,United States,Credit Card,344.33,0.0
10076,Sydney Burnett,2026-08-21,Website,Home Goods,1,109.21,Australia,Bank Transfer,109.21,0.0
10077,Crystal Williams,2026-08-21,Website,Electronics,1,81.61,United Kingdom,Bank Transfer,81.61,0.0
10078,Mr. Brian Sims,2026-08-21,Website,Electronics,5,74.2,Germany,Gift Card,371.0,0.0
10079,Christopher Dodson,2026-08-21,Website,Home Goods,3,225.12,U.S.,Credit Card,675.36,0.0
10080,Gabriel Hunt,"August 21, 2026",Website,Electronics,2,335.28,United Kingdom,Credit Card,670.56,0.0
10081,Megan Mueller DVM,2026-08-21,Website,Electronics,2,$15.71,Canada,PayPal,31.42,0.0
10082,Kiara Cole,2026-08-21,Website,Sports,1008,94.51,Australia,Credit Card,378.04,135.77
10083,Roberta Valdez,2026-08-21,Website,Apparel,4,311.02,France,PayPal,1244.08,0.0
10084,Lisa Fox,2026-08-21,Marketplace,Electronics,1,254.13,Canada,PayPal,254.13,0.0
10085,John Ruiz,2026-08-21,Marketplace,Apparel,5,88.54,Australia,Credit Card,442.7,0.0
10086,Daniel Swanson,2026-08-21,Website,Electronics,2,269.1,United Kingdom,Gift Card,538.2,0.0
10087,Adam Costa,08/21/2026,Website,Sports,2,73.57,Canada,Credit Card,147.14,0.0
10088,,2026-08-21,Marketplace,Beauty,-2,320.86,Germany,Bank Transfer,641.72,0.0
10089,James Bird,2026-08-21,Retail Store,Electronics,5,$14.7,United States,Bank Transfer,73.5,0.0
10090,Teresa Martin,2026-08-21,Marketplace,Apparel,2,187.27,United Kingdom,Credit Card,374.54,0.0
10091,Justin Bryan,2026-08-21,Marketplace,Electronics,1,339.21,United States,Credit Card,339.21,0.0
10092,Richard Goodman,2026-08-21,Retail Store,Apparel,1,$308.78,Germany,Gift Card,308.78,0.0
10093,Brian Sharp,2026-08-21,Website,Beauty,5,313.43,United States,PayPal,1567.15,0.0
10094,Brandon Roberts,2026-08-21,Retail Store,Beauty,3,53.04,United States,Credit Card,159.12,0.0
10095,Hannah Harmon,2026-08-21,Website,Electronics,2,315.6,United Kingdom,PayPal,631.2,0.0
10096,Michael Schmidt,2026-08-21,Website,Sports,5,144.04,United States,PayPal,720.2,0.0
10097,Wendy Stafford,2026-08-21,Marketplace,Sports,1,164.16,France,Gift Card,164.16,0.0
10098,Kimberly Cummings,21-08-2026,Marketplace,Beauty,2,233.48,France,Gift Card,466.96,0.0
10099,Ashley Richardson,2026-08-21,Website,Apparel,1,293.4,United Kingdom,Gift Card,293.4,56.64
10100,Jordan Kirk,2026-08-21,Marketplace,Home Goods,1,295.16,France,Gift Card,295.16,172.09
10101,Allen Jennings,2026-08-21,Website,Electronics,5,263.75,United States,Credit Card,1318.75,0.0
10102,Nicole Dunn,2026-08-21,Website,Sports,3,345.22,United States,Credit Card,1035.66,0.0
10103,Teresa Taylor,2026-08-21,Marketplace,Electronics,3,44.75,Canada,Gift Card,134.25,0.0
10104,Rebekah Moreno,2026-08-21,Website,Electronics,4,56.22,United Kingdom,PayPal,224.88,0.0
10105,Andrew Miller,2026-08-21,Marketplace,Apparel,2,330.95,France,Credit Card,661.9,0.0
10106,Janet Davis,2026-08-21,Marketplace,Beauty,4,197.07,Australia,PayPal,788.28,0.0
10107,Tammy Murphy,2026-08-21,Marketplace,Apparel,3,12.21,United Kingdom,Bank Transfer,36.63,0.0
10108,Gabriel Ramsey,2026-08-21,Marketplace,Home Goods,5,219.47,Australia,Credit Card,1097.35,504.9
10109,Michael Velez,2026-08-21,Website,Electronics,1,166.49,Germany,Gift Card,166.49,0.0
10110,Amy Young,2026-08-21,Website,Electronics,4,335.22,Australia,Credit Card,1340.88,0.0
10111,Christopher Matthews,2026-08-21,Website,Electronics,1,291.57,Australia,Gift Card,291.57,31.57
10112,Paul Adams,"August 21, 2026",Website,Sports,3,193.7,Germany,Gift Card,581.1,250.73
10113,Mary George,2026-08-21,Website,Sports,5,$298.55,Canada,Gift Card,1492.75,0.0
10114,Robert Bennett,2026-08-21,Marketplace,Sports,5,170.05,Australia,Gift Card,850.25,0.0
10115,Raymond Davis,2026-08-21,Marketplace,Beauty,3,346.5,United States,Gift Card,1039.5,0.0
10116,Lauren Gallegos,21-08-2026,Retail Store,Sports,2,301.19,United Kingdom,Credit Card,602.38,0.0
10117,Anthony Bell,2026-08-21,Website,Apparel,3,317.1,Canada,Credit Card,951.3,0.0
10118,Mrs. Debbie Williams MD,2026-08-21,Website,Electronics,1,23.19,France,PayPal,23.19,0.0
10119,Javier Barker,2026-08-21,Marketplace,Apparel,5,$239.65,France,Bank Transfer,1198.25,0.0
10120,Jorge Dominguez,2026-08-21,Website,Beauty,2,289.18,United States,Credit Card,578.36,0.0
10121,Robert Webster,2026-08-21,Website,Sports,3,140.92,Australia,Credit Card,422.76,0.0
10122,David Walter,2026-08-21,Marketplace,Beauty,-5,152.7,France,PayPal,763.5,0.0
10123,Justin Russo,2026-08-21,Website,Electronics,4,295.58,France,Bank Transfer,1182.32,0.0
10124,Donald Walker,2026-08-21,Marketplace,Home Goods,4,122.45,Germany,Gift Card,489.8,0.0
10125,Amy Mason,2026-08-21,Retail Store,Sports,-1,64.82,Australia,Credit Card,64.82,0.0
10126,William Fuller,2026-08-21,Website,Home Goods,4,295.53,Australia,PayPal,1182.12,0.0
10127,Patricia Brown,2026-08-21,Website,Electronics,4,104.1,Australia,Gift Card,416.4,133.25
10128,Stacy Walker,2026-08-21,Marketplace,Beauty,1,254.68,Germany,Bank Transfer,254.68,0.0
10129,Mark Mcintyre,2026-08-21,Retail Store,Beauty,3,19.56,United States,Gift Card,58.68,0.0
10130,Joseph Cole MD,2026-08-21,Website,Apparel,3,217.76,Australia,Bank Transfer,653.28,0.0
10131,Michele Allison,2026-08-21,Website,Apparel,2,345.04,Canada,Gift Card,690.08,0.0
10132,David Nguyen,2026-08-21,Retail Store,Apparel,-2,343.77,Canada,Gift Card,687.54,0.0
10133,Sherry Foley,2026-08-21,Retail Store,Electronics,2,144.63,Australia,PayPal,289.26,0.0
10134,Keith Garcia,"August 21, 2026",Website,Beauty,2,169.05,United States,Gift Card,338.1,0.0
10135,Micheal Holloway,2026-08-21,Website,Home Goods,5,124.0,France,Credit Card,620.0,0.0
10136,Karen Schneider,2026-08-21,Marketplace,Sports,1,201.3,United States,Gift Card,201.3,0.0
10137,Juan Alvarez,2026-08-21,Marketplace,Electronics,2,$213.96,United States,PayPal,427.92,0.0
10138,Julia Horton,2026-08-21,Website,Beauty,2,228.96,Britain,Gift Card,457.92,0.0
10139,Samuel Ruiz,2026-08-21,Marketplace,Electronics,2,342.62,Australia,Credit Card,685.24,0.0
10140,Justin Mcmillan,2026-08-21,Marketplace,Electronics,4,321.12,United States,Bank Transfer,1284.48,0.0
10141,Robert Mcbride,2026-08-21,Website,Apparel,5,314.09,United States,Gift Card,1570.45,0.0
10142,Roy Sexton,2026-08-21,Website,Beauty,3,89.92,Britain,Gift Card,269.76,0.0
10143,Eric Tyler,21-08-2026,Website,Sports,5,$199.46,France,Gift Card,997.3,0.0
10144,Shawn Kim,2026-08-21,Website,Home Goods,2,83.69,France,PayPal,167.38,0.0
10145,Timothy Santiago,2026-08-21,Marketplace,Beauty,5,204.36,Canada,Credit Card,1021.8,0.0
10146,John Michael,2026-08-21,Website,Beauty,3,51.18,Germany,PayPal,153.54,0.0
10147,Matthew Gates,2026-08-21,Website,Apparel,1,192.73,Canada,Credit Card,192.73,0.0
10148,Karen Brown,2026-08-21,Website,Sports,2,264.1,France,PayPal,528.2,0.0
10149,Eric Rodriguez,2026-08-21,Website,Beauty,4,$269.4,Canada,PayPal,1077.6,0.0
10150,Joshua Hernandez,"August 21, 2026",Website,Home Goods,1,35.08,United States,Bank Transfer,35.08,0.0
10151,Shelly Johnson,2026-08-21,Website,Electronics,1,176.53,Canada,PayPal,176.53,0.0
10152,Joshua Nunez,2026-08-21,Website,Sports,4,122.43,United States,Credit Card,489.72,60.62
10153,Scott Johnson,2026-08-21,Marketplace,Sports,1,30.99,France,Credit Card,30.99,0.0
10154,Kenneth Smith,2026-08-21,Website,Apparel,5,149.12,United States,Gift Card,745.6,0.0
10155,Gina Roberts,2026-08-21,Website,Beauty,4,327.41,Germany,Bank Transfer,1309.64,0.0
10156,Hannah Gamble,2026-08-21,Website,Apparel,5,32.57,United States,Bank Transfer,162.85,0.0
10157,Ryan Kirk,2026-08-21,Marketplace,Beauty,3,83.81,United States,PayPal,251.43,0.0
10158,Lisa Brown,2026-08-21,Retail Store,Sports,3,216.02,Australia,Bank Transfer,648.06,329.53
10159,Justin Taylor,2026-08-21,Retail Store,Sports,2,184.71,United Kingdom,Gift Card,369.42,0.0
10160,Jonathan Wood,2026-08-21,Website,Sports,4,$110.92,Australia,PayPal,443.68,0.0
10161,Amy Massey,2026-08-21,Website,Electronics,3,207.32,Canada,Credit Card,621.96,0.0
10162,Erika Cooper,2026-08-21,Marketplace,Sports,3,269.67,France,Bank Transfer,809.01,0.0
10163,Timothy Stephens,2026-08-21,Retail Store,Apparel,5,191.0,USA,Credit Card,955.0,0.0
10164,Teresa Smith,21-08-2026,Website,Apparel,3,175.9,France,PayPal,527.7,0.0
10165,Billy Garcia,21-08-2026,Marketplace,Sports,1,171.29,Germany,PayPal,171.29,0.0
10166,Steven Morris,21-08-2026,Retail Store,Apparel,3,46.58,United States,PayPal,139.74,0.0
10167,Annette Perkins,2026-08-21,Marketplace,Apparel,4,82.3,Canada,Bank Transfer,329.2,0.0
10168,Christopher Smith,2026-08-21,Retail Store,Beauty,2,241.97,Australia,PayPal,483.94,0.0
10169,Austin Brown,2026-08-21,Website,Sports,1,63.4,France,Credit Card,63.4,0.0
10170,Albert Bryan,"August 21, 2026",Website,Sports,3,$69.55,France,Credit Card,208.65,0.0
10171,Miss Regina Clarke,08/21/2026,Website,Sports,4,132.26,France,Gift Card,529.04,0.0
10172,Donald Wright,"August 21, 2026",Website,Electronics,1,295.4,United States,Gift Card,295.4,0.0
10173,Kyle Mcdowell,2026-08-21,Retail Store,Beauty,2,266.28,Australia,Bank Transfer,532.56,0.0
10174,,2026-08-21,Website,Sports,5,154.71,France,Credit Card,773.55,0.0
10175,Cameron Owens,2026-08-21,Marketplace,Electronics,3,304.15,Australia,Bank Transfer,912.45,0.0
10176,Stephanie Goodman,21-08-2026,Website,Electronics,5,298.2,United Kingdom,Bank Transfer,1491.0,1771.7579537503827
10177,David Key,2026-08-21,Website,Sports,3,284.92,United States,PayPal,854.76,0.0
10178,Erik Anderson,2026-08-21,Website,Apparel,5,$212.33,Australia,Bank Transfer,1061.65,0.0
10179,Christopher Taylor,"August 21, 2026",Website,Beauty,5,74.09,France,Gift Card,370.45,0.0
10180,Holly Wolf,2026-08-21,Website,Home Goods,5,222.22,Canada,Bank Transfer,1111.1,0.0
10181,Lisa Mcconnell,2026-08-21,Website,Electronics,-5,27.68,Canada,Gift Card,138.4,0.0
10182,Kenneth Berry,2026-08-21,Website,Home Goods,-5,260.16,United States,Credit Card,1300.8,0.0
10183,Jennifer Jackson,2026-08-21,Marketplace,Electronics,5,77.57,U.K.,Bank Transfer,387.85,0.0
10184,Cathy Clark,"August 21, 2026",Website,Electronics,2,132.47,United States,PayPal,264.94,0.0
10185,Kathleen Allen,2026-08-21,Website,Apparel,3,322.74,Germany,Credit Card,968.22,0.0
10186,Robert Padilla,2026-08-21,Website,Beauty,3,148.13,Canada,Credit Card,444.39,0.0
10187,Joshua Garcia,08/21/2026,Website,Electronics,1,196.34,Australia,Gift Card,196.34,0.0
10188,Gregory Knight,2026-08-21,Website,Apparel,-1,29.94,United States,Gift Card,29.94,20.54
10189,Amanda Acevedo,2026-08-21,Retail Store,Sports,1,84.54,Canada,PayPal,84.54,0.0
10190,Destiny Alexander,2026-08-21,Marketplace,Electronics,2,337.27,Germany,Bank Transfer,674.54,0.0
10191,Alison Miranda,2026-08-21,Website,Sports,1,277.13,Canada,Bank Transfer,277.13,0.0
10192,Brian Dean,21-08-2026,Website,Apparel,5,292.41,United States,Credit Card,1462.05,0.0
10193,,2026-08-21,Website,Electronics,5,33.88,France,Gift Card,169.4,209.49850192613712
10194,John Santana,2026-08-21,Website,Sports,4,$325.69,France,Credit Card,1302.76,0.0
10195,,08/21/2026,Website,Electronics,5,348.05,United States,Gift Card,1740.25,0.0
10196,Rachel Gonzalez,2026-08-21,Website,Electronics,4,149.29,Canada,Gift Card,597.16,0.0
10197,Danielle West,2026-08-21,Retail Store,Beauty,3,95.32,United Kingdom,Bank Transfer,285.96,0.0
10198,Alexis Vaughn,2026-08-21,Website,Home Goods,4,74.75,Germany,Credit Card,299.0,0.0
10199,Kyle Schultz,2026-08-21,Marketplace,Beauty,5,194.01,Australia,Credit Card,970.05,0.0
10200,David Lucas,2026-08-21,Marketplace,Sports,4,228.73,Germany,Gift Card,914.92,0.0
10201,Stacy Anderson,2026-08-21,Marketplace,Apparel,5,277.16,Germany,Bank Transfer,1385.8,0.0
10202,Diane Russo,2026-08-21,Website,Electronics,2,151.52,United States,PayPal,303.04,0.0
10203,Gregory James,2026-08-21,Marketplace,Apparel,3,327.68,Canada,Credit Card,983.04,0.0
10204,Maria Watkins,2026-08-21,Retail Store,Electronics,1,118.53,Canada,Gift Card,118.53,0.0
10205,Samantha Ochoa,2026-08-21,Marketplace,Sports,2,126.5,Germany,Gift Card,253.0,0.0
10206,Megan Perez,2026-08-21,Website,Electronics,4,258.9,United Kingdom,PayPal,1035.6,133.59
10207,Linda Williams,2026-08-21,Marketplace,Sports,-4,69.43,Canada,PayPal,277.72,0.0
10208,Samantha Gates,2026-08-21,Marketplace,Sports,4,165.6,United States,Credit Card,662.4,0.0
10209,John Jones,2026-08-21,Marketplace,Home Goods,3,143.54,Germany,Bank Transfer,430.62,0.0
10210,Patrick Hayes,2026-08-21,Website,Electronics,5,188.65,Germany,PayPal,943.25,1378.3266252757574
10211,Michael Elliott,2026-08-21,Retail Store,Electronics,3,232.33,Germany,Credit Card,696.99,0.0
10212,Nathan King,2026-08-21,Retail Store,Sports,4,85.29,Canada,Bank Transfer,341.16,0.0
10213,Kevin Boyd,2026-08-21,Website,Sports,4,167.02,Canada,Gift Card,668.08,0.0
10214,Erica Bowman,2026-08-21,Marketplace,Home Goods,3,134.62,France,PayPal,403.86,0.0
10215,Nicole Wilson,2026-08-21,Website,Home Goods,5,194.96,United Kingdom,Credit Card,974.8,0.0
10216,Thomas Lewis,2026-08-21,Retail Store,Beauty,5,90.67,Australia,Bank Transfer,453.35,0.0
10217,,2026-08-21,Marketplace,Electronics,1,322.96,Australia,Credit Card,322.96,0.0
10218,Debra Miller,2026-08-21,Marketplace,Beauty,5,278.42,Canada,Gift Card,1392.1,0.0
10219,Angela Meyers,2026-08-21,Marketplace,Home Goods,4,271.86,Australia,Bank Transfer,1087.44,880.22
10220,Monique Freeman,2026-08-21,Website,Electronics,2,256.51,France,PayPal,513.02,0.0
10221,Corey Martinez,2026-08-21,Website,Sports,4,119.02,United Kingdom,PayPal,476.08,52.77
10222,Stephanie Bailey,21-08-2026,Website,Home Goods,1,41.86,France,Credit Card,41.86,0.0
10223,Morgan Frazier,2026-08-21,Marketplace,Electronics,5,64.96,Australia,Gift Card,324.8,0.0
10224,Steven Faulkner,2026-08-21,Website,Beauty,1,57.02,Canada,Gift Card,57.02,0.0
10225,Nancy Martin,2026-08-21,Retail Store,Electronics,5,88.83,France,Bank Transfer,444.15,208.67
10226,Chelsea Wong,2026-08-21,Website,Beauty,2,290.05,United Kingdom,Credit Card,580.1,0.0
10227,Gary Andrews,2026-08-21,Website,Home Goods,3,331.18,France,Credit Card,993.54,0.0
10228,Jonathan Sanders,"August 21, 2026",Website,Home Goods,4,343.63,United Kingdom,Credit Card,1374.52,930.24
10229,,21-08-2026,Marketplace,Sports,2,9.7,France,PayPal,19.4,0.0
10230,Kim Fernandez,2026-08-21,Marketplace,Home Goods,1,341.04,UK,Gift Card,341.04,0.0
10231,Carlos Burch,21-08-2026,Marketplace,Sports,3,210.63,France,PayPal,631.89,544.13
10232,Rebecca Branch,2026-08-21,Website,Sports,1,19.75,Canada,Gift Card,19.75,0.0
10233,Katrina Collins,21-08-2026,Marketplace,Electronics,1,318.65,Germany,Credit Card,318.65,0.0
10234,Gerald Hess,2026-08-21,Website,Home Goods,5,320.51,U.S.,Gift Card,1602.55,0.0
10235,Nicholas Hamilton,2026-08-21,Marketplace,Electronics,2,291.97,United States,Bank Transfer,583.94,0.0
10236,Regina Nelson,2026-08-21,Marketplace,Beauty,3,32.15,Australia,Gift Card,96.45,0.0
10237,David Ellis,2026-08-21,Website,Apparel,5,324.29,Canada,Bank Transfer,1621.45,0.0
10238,Carla Petty,2026-08-21,Website,Home Goods,5,239.89,France,Bank Transfer,1199.45,0.0
10239,Ricardo Rangel,2026-08-21,Marketplace,Sports,2,298.25,United States,PayPal,596.5,0.0
10240,Benjamin Ortiz,2026-08-21,Website,Electronics,5,223.62,France,Bank Transfer,1118.1,0.0
10241,Lori Navarro,2026-08-21,Marketplace,Sports,2,38.3,Germany,PayPal,76.6,0.0
10242,Luke Sanchez,2026-08-21,Website,Beauty,5,225.68,France,Credit Card,1128.4,0.0
10243,Michael Holder,2026-08-21,Retail Store,Home Goods,5,153.21,France,Bank Transfer,766.05,0.0
10244,Michael Williams,2026-08-21,Marketplace,Home Goods,1,163.58,Germany,Gift Card,163.58,0.0
10245,Glenn Roberts MD,2026-08-21,Website,Home Goods,1,121.98,United States,Gift Card,121.98,0.0
10246,Leah Martin,2026-08-21,Marketplace,Apparel,2,244.09,United Kingdom,Gift Card,488.18,0.0
10247,Allen Green,2026-08-21,Website,Sports,4,198.1,France,PayPal,792.4,0.0
10248,Anthony Ayers,2026-08-21,Marketplace,Beauty,2,125.59,Germany,Bank Transfer,251.18,0.0
10249,Jonathan Farley,2026-08-21,Website,Sports,3,14.58,Britain,Gift Card,43.74,6.8
10250,Daniel Barber,2026-08-21,Website,Beauty,2,221.47,France,Gift Card,442.94,0.0
10251,Stephanie Hodges DDS,2026-08-21,Retail Store,Home Goods,4,95.84,Australia,PayPal,383.36,0.0
10252,Jennifer Morton,2026-08-21,Website,Sports,4,334.68,France,PayPal,1338.72,0.0
10253,Heather Davis,2026-08-21,Marketplace,Home Goods,1,187.89,Britain,Credit Card,187.89,0.0
10254,Kyle Espinoza,2026-08-21,Website,Beauty,2,82.56,United Kingdom,Bank Transfer,165.12,0.0
10255,Lori Williams,2026-08-21,Website,Beauty,5,278.29,Canada,Bank Transfer,1391.45,0.0
10256,Tiffany Simmons,2026-08-21,Marketplace,Beauty,4,230.82,United States,Credit Card,923.28,433.59
10257,Rhonda Jones,2026-08-21,Marketplace,Home Goods,2,102.23,United Kingdom,PayPal,204.46,0.0
10258,Melanie Castaneda,2026-08-21,Retail Store,Sports,2,284.31,United Kingdom,PayPal,568.62,0.0
10259,Michael Carey,2026-08-21,Marketplace,Sports,3,235.0,United States,PayPal,705.0,0.0
10260,Christine Gregory,2026-08-21,Website,Sports,1,271.14,Australia,PayPal,271.14,0.0
10261,Jacqueline Smith,2026-08-21,Retail Store,Home Goods,5,266.5,United States,Gift Card,1332.5,429.76
10262,,08/21/2026,Website,Beauty,4,163.48,Germany,Credit Card,653.92,0.0
10263,Juan Doyle,2026-08-21,Website,Home Goods,2,161.94,Canada,Gift Card,323.88,0.0
10264,Emily Rodriguez,2026-08-21,Marketplace,Home Goods,5,298.33,Australia,Bank Transfer,1491.65,0.0
10265,Rose Holmes,2026-08-21,Website,Electronics,4,42.22,France,Credit Card,168.88,0.0
10266,Scott Juarez,2026-08-21,Website,Electronics,2,267.97,United States,Bank Transfer,535.94,0.0
10267,,2026-08-21,Retail Store,Apparel,1,$212.46,Germany,PayPal,212.46,0.0
10268,Christy Vazquez,2026-08-21,Website,Apparel,2,278.54,France,PayPal,557.08,0.0
